"Gene","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000187699","C2orf88",-2.66402690458472,2.24747883834512,-7.21963907555446,6.84658167097197e-05,0.00758130702520251,2.19989118738097
"ENSG00000187583","PLEKHN1",1.55353449561769,1.14367477315249,7.2113574556961,6.90487381194393e-05,0.00758130702520251,2.1914886145887
"ENSG00000094804","CDC6",1.51092789986739,1.6560833499158,7.17405542334873,7.17429691437989e-05,0.00780802647515012,2.15353483400851
"ENSG00000107159","CA9",5.05206759706304,3.68478138947671,7.1456786388041,7.38701096995709e-05,0.0079696213134137,2.12454461433265
"ENSG00000188910","GJB3",2.3269551643726,2.79336926468,7.13209455266503,7.49128843066518e-05,0.00801244961717783,2.1106307673533
"ENSG00000163295","ALPI",-2.44995707001866,2.01894521235839,-7.0595669718426,8.07619545699158e-05,0.00851203100068503,2.03594483874593
"ENSG00000138180","CEP55",1.57235700586511,2.16554607130579,7.05726226038165,8.09558844266006e-05,0.00851203100068503,2.0335605145556
"ENSG00000137634","NXPE4",-3.44832091313204,4.09240276309673,-7.03650208925898,8.27260368561437e-05,0.00861155688935958,2.01205246727998
"ENSG00000088325","TPX2",1.73848889088108,3.48706658412175,7.02998330428516,8.32906284132465e-05,0.00861155688935958,2.00528741162488
"ENSG00000137699","TRIM29",2.69632717072227,1.68290992841381,7.01561666286914,8.45499547831227e-05,0.00866951478507606,1.99035868837727
"ENSG00000004799","PDK4",-3.5583399772934,3.30330614715331,-7.00739799149672,8.52797859621551e-05,0.00867267462649556,1.98180649513937
"ENSG00000273604","EPOP",2.09157059815638,1.52114957380331,6.99507177853482,8.63874038266511e-05,0.00871389040062813,1.9689637107518
"ENSG00000232445",NA,1.8781787226487,1.77377309261834,6.96921419564487,8.87627331568065e-05,0.00888128411513305,1.94195855508666
"ENSG00000120708","TGFBI",2.33881031509412,4.90107586734308,6.95208765051309,9.03755389905231e-05,0.00891768584888055,1.92402414445403
"ENSG00000204335","SP5",3.35558615870992,2.70117681526752,6.94201127565586,9.1339478679975e-05,0.00891768584888055,1.91345463017115
"ENSG00000117650","NEK2",1.56221445073075,2.12311539284953,6.93439760095968,9.20753310331564e-05,0.00891768584888055,1.90545956481329
"ENSG00000127951","FGL2",-2.31156209591111,3.11378044423974,-6.93184608269805,9.23233893030591e-05,0.00891768584888055,1.90277854216501
"ENSG00000101003","GINS1",1.53114178540694,1.92091731142863,6.92532195367862,9.29610142023302e-05,0.00891768584888055,1.895919411124
"ENSG00000112936","C7",-3.09011977312578,1.92983430917222,-6.92046222678865,9.34391198802669e-05,0.00891768584888055,1.89080653319301
"ENSG00000182481","KPNA2",1.76047433931605,4.06635579925744,6.90364994165965,9.51141153814859e-05,0.00899890952802637,1.87309464361118
